job_title,company,industry,location,required_skills,experience_level,salary_range,job_description,posting_date,demand_label,Certificates,skill_count,salary_avg
ai engineer,Company_383,manufacturing,pune,"Python, Data Analysis, Statistics",senior,9-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-16,High,None,3,9.0
backend developer,Company_291,automobile,delhi,"JavaScript, React, HTML, CSS",senior,8-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-30,Medium,None,4,8.0
ml engineer,Company_109,it,chennai,"Linux, Networking, Security",mid,3-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-01,High,None,3,3.0
product manager,Company_285,automobile,chennai,"Linux, Networking, Security",mid,5-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-27,Low,None,3,5.0
ai engineer,Company_27,finance,hyderabad,"Linux, Networking, Security",mid,6-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-09,High,None,3,6.0
frontend developer,Company_280,automobile,kolkata,"JavaScript, React, HTML, CSS",junior,10-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-05,Medium,None,4,10.0
software developer,Company_409,telecom,delhi,"Linux, Networking, Security",mid,5-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-28,High,None,3,5.0
software developer,Company_429,e-commerce,chennai,"Power BI, Excel, SQL",senior,4-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-12,Medium,None,3,4.0
business analyst,Company_430,e-commerce,delhi,"JavaScript, React, HTML, CSS",mid,4-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-10,Low,None,4,4.0
product manager,Company_153,finance,chennai,"JavaScript, React, HTML, CSS",senior,6-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-22,Low,None,4,6.0
product manager,Company_27,e-commerce,mumbai,"Python, Deep Learning, NLP",junior,9-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-17,Low,None,3,9.0
ml engineer,Company_371,e-commerce,hyderabad,"Python, Data Analysis, Statistics",mid,3-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-31,High,None,3,3.0
cyber security analyst,Company_95,finance,hyderabad,"JavaScript, React, HTML, CSS",fresher,4-22 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-04,Low,Cybersecurity Essentials,4,4.0
business analyst,Company_235,e-commerce,bangalore,"JavaScript, React, HTML, CSS",fresher,5-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-29,Low,None,4,5.0
business analyst,Company_18,manufacturing,remote,"Java, Spring, Microservices",junior,10-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-24,High,None,3,10.0
ai engineer,Company_435,e-commerce,hyderabad,"Python, SQL, Machine Learning",senior,10-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-05,Low,None,3,10.0
ai engineer,Company_294,automobile,mumbai,"Linux, Networking, Security",senior,10-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-06,High,None,3,10.0
product manager,Company_495,education,bangalore,"Linux, Networking, Security",junior,4-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-21,Low,None,3,4.0
cloud engineer,Company_494,e-commerce,chennai,"Power BI, Excel, SQL",mid,7-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-09,Medium,AWS Certified Solutions Architect,3,7.0
business analyst,Company_173,manufacturing,chennai,"Linux, Networking, Security",mid,5-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-23,Low,None,3,5.0
business analyst,Company_131,telecom,pune,"Python, Deep Learning, NLP",junior,6-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-13,Low,None,3,6.0
ml engineer,Company_132,education,hyderabad,"AWS, Docker, Kubernetes",senior,3-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-29,High,None,3,3.0
cloud engineer,Company_232,telecom,remote,"Python, Deep Learning, NLP",senior,5-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-09,Low,AWS Certified Solutions Architect,3,5.0
product manager,Company_341,e-commerce,hyderabad,"Linux, Networking, Security",junior,7-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-13,Low,None,3,7.0
data analyst,Company_479,it,hyderabad,"Python, Data Analysis, Statistics",junior,4-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-31,High,Google Data Analytics Certificate,3,4.0
business analyst,Company_494,manufacturing,mumbai,"Linux, Networking, Security",fresher,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-12,Medium,None,3,7.0
software developer,Company_271,it,hyderabad,"Python, SQL, Machine Learning",junior,6-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-24,Low,None,3,6.0
cloud engineer,Company_171,automobile,hyderabad,"Power BI, Excel, SQL",fresher,10-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-10,High,AWS Certified Solutions Architect,3,10.0
data scientist,Company_108,e-commerce,chennai,"Power BI, Excel, SQL",mid,8-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-14,Medium,Certified Data Scientist,3,8.0
cloud engineer,Company_289,it,mumbai,"JavaScript, React, HTML, CSS",senior,9-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-18,Low,AWS Certified Solutions Architect,4,9.0
product manager,Company_131,healthcare,hyderabad,"Python, SQL, Machine Learning",mid,3-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-15,Low,None,3,3.0
frontend developer,Company_311,manufacturing,chennai,"JavaScript, React, HTML, CSS",senior,8-16 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-14,Medium,None,4,8.0
cyber security analyst,Company_307,healthcare,mumbai,"Python, Data Analysis, Statistics",junior,3-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-08-13,Medium,Cybersecurity Essentials,3,3.0
data analyst,Company_130,education,kolkata,"Python, Deep Learning, NLP",fresher,3-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-08,Low,Google Data Analytics Certificate,3,3.0
devops engineer,Company_26,manufacturing,chennai,"Linux, Networking, Security",senior,10-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-02,Low,None,3,10.0
data scientist,Company_85,healthcare,kolkata,"Linux, Networking, Security",mid,9-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-01,Low,Certified Data Scientist,3,9.0
product manager,Company_259,automobile,hyderabad,"JavaScript, React, HTML, CSS",junior,10-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-29,Medium,None,4,10.0
ai engineer,Company_71,healthcare,mumbai,"Python, SQL, Machine Learning",mid,4-23 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-11,High,None,3,4.0
data scientist,Company_321,automobile,hyderabad,"Python, Deep Learning, NLP",senior,9-14 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-15,Medium,Certified Data Scientist,3,9.0
data analyst,Company_235,automobile,mumbai,"JavaScript, React, HTML, CSS",fresher,8-12 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-27,High,Google Data Analytics Certificate,4,8.0
ai engineer,Company_250,healthcare,bangalore,"AWS, Docker, Kubernetes",fresher,10-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-21,Low,None,3,10.0
product manager,Company_441,it,hyderabad,"Power BI, Excel, SQL",junior,5-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-11,Medium,None,3,5.0
devops engineer,Company_379,education,kolkata,"Python, Data Analysis, Statistics",junior,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-01-11,Medium,None,3,7.0
product manager,Company_405,manufacturing,pune,"Java, Spring, Microservices",senior,10-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-11-20,High,None,3,10.0
frontend developer,Company_169,automobile,hyderabad,"Python, Deep Learning, NLP",junior,3-20 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-31,High,None,3,3.0
data scientist,Company_213,manufacturing,bangalore,"Python, Data Analysis, Statistics",junior,10-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-07-07,High,Certified Data Scientist,3,10.0
backend developer,Company_418,telecom,pune,"Power BI, Excel, SQL",fresher,8-18 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-24,High,None,3,8.0
frontend developer,Company_373,it,delhi,"Python, Deep Learning, NLP",junior,9-11 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-25,Medium,None,3,9.0
cloud engineer,Company_375,it,hyderabad,"JavaScript, React, HTML, CSS",senior,7-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-12-19,Low,AWS Certified Solutions Architect,4,7.0
devops engineer,Company_25,education,hyderabad,"AWS, Docker, Kubernetes",mid,4-24 LPA,Responsible for developing and maintaining applications based on business needs.,2024-03-05,Medium,None,3,4.0
backend developer,Company_266,it,pune,"JavaScript, React, HTML, CSS",mid,7-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-09-28,Low,None,4,7.0
cloud engineer,Company_8,education,bangalore,"JavaScript, React, HTML, CSS",senior,3-13 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-15,High,AWS Certified Solutions Architect,4,3.0
devops engineer,Company_78,it,delhi,"Python, Data Analysis, Statistics",senior,9-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-25,Medium,None,3,9.0
frontend developer,Company_65,education,delhi,"Power BI, Excel, SQL",senior,9-19 LPA,Responsible for developing and maintaining applications based on business needs.,2024-06-07,High,None,3,9.0
software developer,Company_276,telecom,hyderabad,"AWS, Docker, Kubernetes",junior,8-17 LPA,Responsible for developing and maintaining applications based on business needs.,2024-10-19,Low,None,3,8.0
data scientist,Company_21,automobile,delhi,"Python, Data Analysis, Statistics",senior,8-15 LPA,Responsible for developing and maintaining applications based on business needs.,2024-02-15,Medium,Certified Data Scientist,3,8.0
ml engineer,Company_498,automobile,remote,"Python, SQL, Machine Learning",junior,4-21 LPA,Responsible for developing and maintaining applications based on business needs.,2024-04-19,Low,None,3,4.0
frontend developer,Company_209,healthcare,remote,"Python, Deep Learning, NLP",senior,8-25 LPA,Responsible for developing and maintaining applications based on business needs.,2024-05-21,High,None,3,8.0
